Date,Open,High,Low,Close,Volume,Adj Close,I,j,RSV,K,D,J,KDJ_s,X,A,B,RSI,RSI_s,F,FI,FI_s,EMA,EMA_s,close_s,signal,price,buy,sell,profit
2015-01-01,31.77,31.77,31.77,31.77,0,31.73,,,,50.0,50.0,0.0,0.0,-33.3,0.0,0.0,0.0,0.0,-1057.941,0.0,0.0,0.0,0.0,0.0,0.0,31.73,0.0,0.0,0.0
2015-01-05,34.95,41.99,34.95,37.54,9829700,37.49,,,,50.0,50.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,201.312,0.0,0.0,0.0,0.0,1.0,0.0,37.49,0.0,0.0,0.0
2015-01-12,36.05,43.7,33.81,42.25,11559700,42.19,,,,50.0,50.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,158.907,0.0,0.0,0.0,0.0,1.0,0.0,42.19,0.0,0.0,0.0
2015-01-19,40.99,49.64,39.15,47.2,9991700,47.14,,,,50.0,50.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,193.7925,0.0,0.0,0.0,0.0,1.0,0.0,47.14,0.0,0.0,0.0
2015-01-26,47.21,48.0,45.32,45.74,3881700,45.68,,,,50.0,50.0,0.0,0.0,-1.46,0.0,0.0,0.0,0.0,-66.1672,0.0,0.0,31.71,1.0,0.0,0.0,45.68,0.0,0.0,0.0
2015-02-02,45.08,50.97,43.44,44.04,3973900,43.98,12.21,17.87,68.3268047006,56.1089349002,52.0363116334,64.2541814338,1.0,-1.7,15.41,-34.76,30.715567072,1.0,-73.848,-68.7274666667,0.0,35.8,1.0,0.0,0.0,43.98,0.0,0.0,0.0
2015-02-09,43.51,48.48,42.32,47.16,1780800,47.1,13.29,17.16,77.4475524476,63.221807416,55.7648102276,78.1358017928,1.0,3.12,15.41,-3.16,82.9833064082,1.0,132.0384,-5.2192,1.0,39.5666666667,1.0,1.0,1.0,47.1,47.1,0.0,0.0
2015-02-16,47.2,54.88,46.83,53.74,1699700,53.67,19.86,17.16,115.734265734,80.7259601887,64.085193548,114.00749347,1.0,6.57,12.77,-3.16,80.1632140615,0.0,307.6731,190.5833,1.0,44.2677777778,1.0,1.0,0.0,53.67,0.0,0.0,0.0
2015-02-23,53.74,57.93,53.08,56.68,1938000,56.6,17.45,15.73,110.934520025,90.7954801343,72.9886224101,126.409195583,1.0,2.93,14.64,-3.16,82.2471910112,1.0,155.5244,256.956866667,1.0,48.3785185185,1.0,1.0,0.0,56.6,0.0,0.0,0.0
2015-03-02,59.6,62.25,53.0,53.58,3758800,53.51,11.19,15.61,71.6848174247,84.4252592311,76.8008346838,99.6741083258,0.0,-3.09,12.62,-3.16,79.9746514575,0.0,-163.77,49.0929333333,0.0,50.0890123457,1.0,0.0,0.0,53.51,0.0,0.0,0.0
