Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,48.01,48.30,33.65,36.07,6660500,36.07
2015-12-28,51.68,52.25,48.50,48.64,5062900,48.64
2015-12-21,53.36,53.77,50.50,53.04,7831700,53.04
2015-12-14,55.00,56.88,51.70,53.50,11883400,53.50
2015-12-07,46.26,57.10,46.26,57.10,11377000,57.10
2015-11-30,47.13,48.34,41.50,46.05,5467900,46.05
2015-11-23,50.49,55.00,46.35,47.13,7585000,47.13
2015-11-16,53.00,55.97,47.98,50.45,7761000,50.45
2015-11-09,49.80,57.31,48.18,53.56,11179600,53.56
2015-11-02,41.02,54.88,39.50,51.28,13577500,51.28
2015-10-26,43.57,43.89,37.80,43.89,10085500,43.89
2015-10-19,39.01,42.14,36.00,42.14,8750400,42.14
2015-10-12,37.19,41.00,36.51,39.82,6914100,39.82
2015-10-05,33.80,36.80,33.80,35.99,2621400,35.99
2015-09-28,33.15,36.79,32.83,33.80,5035200,33.80
2015-09-21,31.92,37.56,31.00,33.16,11685000,33.16
2015-09-14,30.49,33.36,24.00,33.29,10689500,33.29
2015-09-07,25.48,30.95,24.00,29.51,8858300,29.51
2015-08-31,28.91,28.91,21.40,24.91,5236700,24.91
2015-08-24,33.20,33.20,24.22,28.88,6476100,28.88
2015-08-17,42.34,42.94,35.33,35.34,11410600,35.34
2015-08-10,45.00,52.27,45.00,45.22,10857800,45.22
2015-08-03,40.02,44.90,36.51,44.32,6175500,44.32
2015-07-27,54.90,54.90,44.47,44.47,3063800,44.47
2015-07-20,47.50,58.56,47.50,54.90,7751400,54.90
2015-07-13,42.58,48.29,37.95,47.88,9289700,47.88
2015-07-06,41.79,41.79,28.43,38.71,9499400,38.71
2015-06-29,53.42,54.00,37.99,37.99,7909600,37.99
2015-06-22,61.88,68.30,53.20,53.20,4295400,53.20
2015-06-15,76.00,76.76,56.80,61.88,6961800,61.88
2015-06-08,88.00,88.00,72.89,77.36,6303700,77.36
2015-06-01,83.80,95.03,75.60,91.80,10258800,91.80
2015-05-25,201.33,206.00,77.204,83.96,8270600,83.96
2015-05-18,172.00,246.79,172.00,219.15,5698800,87.4345
2015-05-11,147.00,178.58,142.00,171.90,6565800,68.5831
2015-05-04,130.00,147.40,122.00,147.40,6049500,58.8083
2015-04-27,132.54,140.70,114.60,131.34,6132000,52.4009
2015-04-20,97.00,125.00,91.04,120.49,7325700,48.072
2015-04-13,95.60,101.77,88.80,97.80,5501000,39.0194
2015-04-06,102.50,109.58,89.82,95.00,5238300,37.9023
2015-03-30,96.29,102.68,91.50,102.50,6381100,40.8945
2015-03-23,109.00,113.18,93.03,96.52,8956800,38.5087
2015-03-16,84.05,106.77,82.88,106.77,9582200,42.5981
2015-03-09,81.45,85.97,77.30,82.30,3266700,32.8353
2015-03-02,82.90,90.28,80.32,81.80,4746800,32.6358
2015-02-23,88.15,88.90,77.70,80.30,2601100,32.0374
2015-02-16,82.33,88.76,79.00,88.15,1997800,35.1693
2015-02-09,79.88,84.50,77.02,82.77,2684800,33.0228
2015-02-02,70.30,85.00,69.16,80.60,4707100,32.1571
2015-01-26,70.00,80.79,69.10,72.36,5291700,28.8695
2015-01-19,68.00,73.80,66.89,67.80,4317100,27.0502
2015-01-12,59.10,71.55,57.51,69.00,4555400,27.529
2015-01-05,51.06,62.76,49.90,59.31,5103000,23.663
2015-01-01,53.29,53.29,53.29,53.29,000,21.2612
