Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,193.70,202.08,166.00,194.10,1119000,194.10
2015-12-28,216.00,218.78,193.02,193.32,812200,193.32
2015-12-21,221.87,232.69,215.01,230.55,1065500,230.55
2015-12-14,210.00,236.46,204.00,225.20,1281300,225.20
2015-12-07,227.95,233.93,207.91,213.70,1525200,213.70
2015-11-30,230.55,259.89,210.10,227.00,2156000,227.00
2015-11-23,186.00,232.02,181.40,230.50,2327400,230.50
2015-11-16,165.00,190.68,157.07,186.97,1549400,186.97
2015-11-09,166.80,193.98,165.01,169.54,1763500,169.54
2015-11-02,129.70,167.84,128.01,167.81,1363200,167.81
2015-10-26,129.61,138.00,126.50,133.30,990600,133.30
2015-10-19,120.10,129.60,114.00,126.31,1153400,126.31
2015-10-12,97.01,123.99,96.55,121.30,1201800,121.30
2015-10-05,90.45,96.76,90.45,95.94,259800,95.94
2015-09-28,87.89,94.21,87.11,90.45,241700,90.45
2015-09-21,84.80,97.00,83.85,88.00,709700,88.00
2015-09-14,89.02,90.50,78.00,85.62,614300,85.62
2015-09-07,84.36,93.60,81.00,89.80,595800,89.80
2015-08-31,94.66,94.90,75.09,81.17,436500,81.17
2015-08-24,97.00,101.09,80.50,96.25,807700,96.25
2015-08-17,123.00,123.00,104.00,105.08,808500,105.08
2015-08-10,120.01,132.56,119.80,123.80,1060500,123.80
2015-08-03,119.60,128.48,111.00,119.99,1152400,119.99
2015-07-27,142.83,157.79,129.00,132.89,1304500,132.89
2015-07-20,120.93,157.99,116.06,143.52,1549900,143.52
2015-07-13,118.00,131.85,103.61,121.40,1435000,121.40
2015-07-06,130.65,130.65,88.95,110.75,1133600,110.75
2015-06-29,160.00,162.17,112.65,118.77,1885100,118.77
2015-06-22,170.51,199.60,159.17,159.17,2156300,159.17
2015-06-15,161.49,173.50,144.02,170.51,2001600,170.51
2015-06-08,161.15,183.99,147.15,165.99,1950000,165.99
2015-06-01,187.90,194.00,159.38,163.50,2005700,163.50
2015-05-25,178.00,235.32,172.12,194.20,2827800,194.20
2015-05-18,182.01,204.96,168.11,187.55,3159600,187.55
2015-05-11,118.58,169.39,114.80,169.39,3556300,169.39
2015-05-04,89.63,108.45,89.63,108.21,1763400,108.21
2015-04-27,61.22,81.48,61.22,81.48,12100,81.48
2015-04-22,42.16,55.65,42.16,55.65,5000,55.65
