Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,38.00,38.94,31.56,35.22,3321400,35.22
2015-12-28,37.28,42.38,37.03,38.94,6972500,38.94
2015-12-21,35.05,36.50,33.15,34.09,3069100,34.09
2015-12-14,31.20,35.55,31.01,35.05,3148200,35.05
2015-12-07,32.41,36.25,32.00,32.00,3237200,32.00
2015-11-30,33.01,33.78,30.08,32.65,3024400,32.65
2015-11-23,35.73,37.00,32.88,33.34,3988100,33.34
2015-11-16,34.01,37.37,32.16,35.73,4807700,35.73
2015-11-09,30.66,37.70,30.00,35.15,7137800,35.15
2015-11-02,25.56,32.00,25.20,30.94,6149500,30.94
2015-10-26,27.00,27.60,25.50,26.28,2848600,26.28
2015-10-19,28.05,28.91,24.40,26.68,4457100,26.68
2015-10-12,23.78,28.10,23.65,27.81,5838700,27.81
2015-10-05,22.63,23.87,22.63,23.69,1543100,23.69
2015-09-28,23.00,24.96,22.40,22.63,2856200,22.63
2015-09-21,21.19,23.30,20.70,22.92,4287200,22.92
2015-09-14,26.70,27.98,20.42,21.43,6741600,21.43
2015-09-07,19.00,26.69,18.50,26.67,4168400,26.67
2015-08-31,21.49,22.23,17.94,18.29,1413600,18.29
2015-08-24,24.93,24.93,18.70,21.73,2509500,21.73
2015-08-17,31.75,31.78,25.50,25.64,2251000,25.64
2015-08-10,30.50,33.00,30.30,31.83,3647800,31.83
2015-08-03,32.00,32.29,29.29,30.24,2392600,30.24
2015-07-27,35.00,37.60,28.90,32.48,3758500,32.48
2015-07-20,30.09,37.97,29.50,36.05,5145000,36.05
2015-07-13,24.90,30.59,24.90,30.17,3868400,30.17
2015-07-06,26.58,26.58,22.50,22.64,1484700,22.64
2015-06-29,31.46,31.49,22.70,24.16,3827200,24.16
2015-06-22,33.66,37.03,30.47,30.47,2448400,30.47
2015-06-15,48.80,48.80,33.66,33.66,3551500,33.66
2015-06-08,51.20,51.20,44.01,48.77,4402900,48.77
2015-06-01,54.66,57.00,47.41,52.08,9045600,52.08
2015-05-25,85.00,116.61,46.45,55.47,8282100,55.47
2015-05-18,64.81,86.58,64.30,86.04,4943300,42.596
2015-05-11,59.29,66.50,58.11,65.45,5928400,32.402
2015-05-04,50.42,58.88,48.55,58.72,5586700,29.07
2015-04-27,48.75,51.58,47.53,50.57,2355600,25.036
2015-04-20,50.00,50.99,46.60,48.69,3282800,24.105
2015-04-13,52.90,55.77,47.51,50.23,3995900,24.867
2015-04-06,48.08,55.00,48.03,52.07,4702800,25.778
2015-03-30,45.30,49.62,43.23,48.08,4615000,23.803
2015-03-23,39.61,50.50,39.39,45.66,6742300,22.605
2015-03-16,36.70,40.35,36.70,39.62,5746900,19.615
2015-03-09,35.26,36.45,34.65,36.27,2767700,17.956
2015-03-02,36.28,37.62,35.57,35.64,4392600,17.644
2015-02-23,35.91,36.35,35.13,36.24,1911100,17.941
2015-02-16,35.94,36.00,35.28,35.91,1454500,17.778
2015-02-09,37.95,38.30,34.37,35.94,7392200,17.793
2015-02-02,35.21,51.00,35.21,42.17,2069400,20.877
2015-01-28,22.04,32.01,22.04,32.01,32900,15.847
