Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,15.94,16.09,12.46,13.30,41889700,13.30
2015-12-28,16.48,16.52,15.50,16.07,33055800,16.07
2015-12-21,16.27,17.78,16.01,16.23,73559800,16.23
2015-12-14,14.87,16.83,14.80,16.28,67940800,16.28
2015-12-07,15.10,15.53,14.58,15.11,49276800,15.11
2015-11-30,15.11,15.90,14.28,15.16,75699900,15.16
2015-11-23,16.85,17.78,15.18,15.18,80964600,15.18
2015-11-16,16.90,18.89,16.06,16.72,109056400,16.72
2015-11-09,18.40,19.22,16.88,17.42,162756500,17.42
2015-11-02,14.52,18.24,13.72,18.24,115361100,18.24
2015-10-26,15.12,16.10,14.00,14.93,53515500,14.93
2015-10-19,14.04,15.08,13.40,14.77,65546000,14.77
2015-10-12,12.10,14.14,11.89,13.82,51201500,13.82
2015-10-05,10.93,12.18,10.93,12.07,18679600,12.07
2015-09-28,10.82,11.45,10.50,10.93,16023500,10.93
2015-09-21,10.60,11.90,10.42,10.82,30647400,10.82
2015-09-14,12.20,12.33,10.18,10.72,36777100,10.72
2015-09-07,12.20,12.97,11.47,12.26,31688000,12.26
2015-08-31,12.58,12.63,11.10,12.24,41576100,12.24
2015-08-24,14.28,14.28,10.61,12.56,59079200,12.56
2015-08-17,18.65,19.74,14.70,14.86,52899500,14.86
2015-08-10,16.70,18.84,16.31,18.76,66317500,18.76
2015-08-03,16.65,17.79,16.22,16.51,40043600,16.51
2015-07-27,17.40,17.80,14.75,16.88,83290200,16.88
2015-07-20,17.88,18.71,16.87,17.80,67529300,17.80
2015-07-13,19.00,20.58,15.92,17.77,71887500,17.77
2015-07-06,20.71,20.71,14.32,19.25,99228800,19.25
2015-06-29,21.10,21.36,17.02,18.83,78093700,18.83
2015-06-22,22.71,24.20,20.56,20.56,39538200,20.56
2015-06-15,27.02,27.19,22.60,22.71,55512800,22.59
2015-06-08,26.88,29.05,26.50,26.72,81819300,26.57
2015-06-01,25.80,28.26,25.00,26.87,101518500,26.72
2015-05-25,26.27,27.47,26.27,26.77,12267000,26.62
2015-05-18,24.78,26.60,24.30,26.19,68424800,26.05
2015-05-11,25.66,27.57,24.82,24.88,73260700,24.74
2015-05-04,26.00,26.98,24.70,25.46,50492200,25.32
2015-04-27,26.73,27.28,25.93,25.99,48656700,25.85
2015-04-20,27.80,28.85,25.91,26.56,128482800,26.42
2015-04-13,27.80,30.00,26.21,29.01,104279700,28.85
2015-04-06,24.91,29.96,24.91,27.43,102186800,27.28
2015-03-30,22.90,25.10,22.60,24.91,102110700,24.77
2015-03-23,23.47,24.10,22.15,22.61,86945300,22.49
2015-03-16,20.03,24.35,19.70,23.26,123478000,23.13
2015-03-09,19.20,20.50,18.51,19.86,59613200,19.75
2015-03-02,21.30,21.80,19.90,20.13,75413900,20.02
2015-02-23,20.65,21.38,19.38,20.87,44159000,20.76
2015-02-16,20.00,21.15,19.86,20.65,29240000,20.54
2015-02-09,18.48,20.98,18.36,20.09,107250200,19.98
2015-02-02,17.04,18.99,16.72,18.30,63182300,18.20
2015-01-26,18.53,18.67,17.56,17.60,50676900,17.50
2015-01-19,17.93,19.08,16.40,18.51,71401900,18.41
2015-01-12,20.32,20.67,18.97,19.92,61866900,19.81
2015-01-05,21.97,22.80,20.09,20.38,122375900,20.27
2015-01-01,22.42,22.42,22.42,22.42,000,22.30
