Date,Open,High,Low,Close,Volume,Adj Close,I,j,RSV,K,D,J,KDJ_s,X,A,B,RSI,RSI_s,F,FI,FI_s,EMA,EMA_s,close_s,signal,price,buy,sell,profit
2015-01-23,14.72,14.72,14.72,14.72,44400,14.72,,,,50.0,50.0,0.0,0.0,-44.34,0.0,0.0,0.0,0.0,-652.6848,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.0,0.0,0.0
2015-01-26,16.19,23.71,16.19,23.71,91500,23.71,,,,50.0,50.0,0.0,0.0,8.99,0.0,0.0,0.0,0.0,145.5481,0.0,0.0,0.0,0.0,1.0,0.0,23.71,0.0,0.0,0.0
2015-02-02,26.08,36.0,26.08,31.25,1355600,31.25,,,,50.0,50.0,0.0,0.0,7.54,0.0,0.0,0.0,0.0,196.6432,0.0,0.0,0.0,0.0,1.0,0.0,31.25,0.0,0.0,0.0
2015-02-09,28.13,30.93,25.28,25.94,5481800,25.94,,,,50.0,50.0,0.0,0.0,-5.31,0.0,0.0,0.0,0.0,-134.2368,0.0,0.0,0.0,0.0,0.0,0.0,25.94,0.0,0.0,0.0
2015-02-16,25.98,25.98,25.3,25.31,1248500,25.31,,,,50.0,50.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,-15.939,0.0,0.0,19.124,1.0,0.0,0.0,25.31,0.0,0.0,0.0
2015-02-23,25.31,25.69,25.03,25.58,1329600,25.58,10.86,21.28,51.0338345865,50.3446115288,50.1148705096,50.8040935673,1.0,0.27,16.53,-50.28,24.741805119,1.0,6.7581,-8.3733,0.0,21.276,1.0,1.0,0.0,25.58,0.0,0.0,0.0
2015-03-02,25.6,26.64,25.02,25.03,3188800,25.03,8.84,19.81,44.6239273094,48.437716789,49.5558192694,46.2015118283,0.0,-0.55,16.8,-5.94,73.8786279683,1.0,-13.761,-0.0816,1.0,22.5273333333,1.0,0.0,0.0,25.03,0.0,0.0,0.0
2015-03-09,24.9,25.01,24.05,24.96,1795100,24.96,-0.06,10.98,-0.546448087432,32.1096618302,43.7404334563,8.84811857793,0.0,-0.07,7.81,-6.49,54.6153846154,0.0,-1.6835,-9.73516666667,0.0,23.3382222222,1.0,0.0,0.0,24.96,0.0,0.0,0.0
2015-03-16,25.23,29.88,25.08,29.3,5265200,29.3,5.25,6.88,76.3081395349,46.8424877318,44.7744515482,50.978560099,1.0,4.34,0.27,-6.56,3.95314787701,0.0,108.8472,35.1600666667,1.0,25.3254814815,1.0,1.0,0.0,29.3,0.0,0.0,0.0
2015-03-23,29.33,30.1,27.5,29.42,3190700,29.42,5.37,5.83,92.1097770154,61.9315841597,50.493495752,84.807760975,1.0,0.12,4.61,-1.25,78.6689419795,1.0,3.3,73.6648,1.0,26.6903209877,1.0,1.0,1.0,29.42,29.42,0.0,0.0
