Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,55.78,55.78,41.02,44.49,1660700,44.49
2015-12-28,60.00,61.20,56.00,56.07,1551200,56.07
2015-12-21,62.01,62.46,58.52,60.65,1992700,60.65
2015-12-14,58.51,64.60,57.82,62.52,2906200,62.52
2015-12-07,62.49,65.70,59.11,59.73,3143400,59.73
2015-11-30,62.90,65.50,56.77,61.17,3368500,61.17
2015-11-23,67.73,76.68,62.00,62.70,6611200,62.70
2015-11-16,62.51,70.98,60.50,67.70,5040200,67.70
2015-11-09,59.02,75.61,57.00,65.37,7377000,65.37
2015-11-02,53.00,63.55,52.37,60.70,4977100,60.70
2015-10-26,55.2895,67.80,51.0368,57.36,5356000,57.36
2015-10-19,100.19004,112.74998,53.2368,54.9474,6463300,28.91968
2015-10-12,81.79994,97.88002,79.10004,97.88002,4208400,51.5158
2015-10-05,74.90997,80.89003,74.90997,79.65009,725900,41.9211
2015-09-28,71.50992,78.78996,71.13999,74.90997,1054600,39.4263
2015-09-21,66.56992,81.52995,65.70998,71.01991,3225200,37.3789
2015-09-14,76.00,76.98002,60.75003,67.79998,1969900,35.6842
2015-09-07,66.88,80.87996,63.99998,75.00003,3145600,39.4737
2015-08-31,71.20004,72.77,55.03008,63.74994,1631400,33.5526
2015-08-24,72.50002,76.47994,56.43,70.18999,2733600,36.9421
2015-08-17,89.79001,90.50004,75.60005,76.04996,2406300,40.0263
2015-08-10,88.0099,100.49005,85.51006,92.02991,3729600,48.4368
2015-08-03,79.24995,89.80008,75.60005,87.00005,3089700,45.7895
2015-07-27,111.00009,115.59998,81.81001,83.99995,4149900,44.2105
2015-07-20,98.99,125.40,95.99997,117.99,5587900,62.10
2015-07-13,101.88997,112.14996,89.99996,99.57995,4469400,52.4105
2015-07-06,105.00008,108.80008,69.00002,92.67991,4833700,48.7789
2015-06-29,160.1301,160.1301,105.07,105.07,5299000,55.30
2015-06-22,271.25922,271.25922,177.91998,177.91998,39300,93.6421
2015-06-15,271.25922,271.25922,271.25922,271.25922,000,142.76801
2015-06-08,271.25922,271.25922,271.25922,271.25922,000,142.67461
2015-06-01,255.9509,271.25922,234.99959,271.25922,2088400,142.67461
2015-05-25,221.81931,256.99969,212.37061,256.00031,4284800,134.64885
2015-05-18,278.22079,297.99979,237.00029,246.46988,3638100,129.63612
2015-05-11,255.20038,314.06049,248.0697,275.0098,2469800,144.64731
2015-05-04,214.8007,235.9496,182.00005,235.9496,2276500,124.10275
2015-04-27,197.1003,217.7894,175.00008,217.4892,1635600,114.39311
2015-04-20,174.00998,219.9991,168.98999,201.99089,2381300,106.24145
2015-04-13,202.9998,202.9998,160.21008,173.64993,1701100,91.33491
2015-04-06,220.5007,224.54959,179.99992,203.99919,1757100,107.29775
2015-03-30,168.43994,220.6109,164.00003,220.5007,3178100,115.97707
2015-03-23,150.00006,192.0007,148.37993,172.97998,4159600,90.98254
2015-03-16,117.92008,142.67993,117.92008,142.67993,979100,75.04558
2015-03-09,90.69992,117.92008,89.99996,117.92008,2501500,62.0226
2015-03-02,91.05997,108.66992,91.05009,92.30998,3273000,48.55242
2015-02-23,102.85004,102.85004,88.99998,93.79996,1949900,49.3361
2015-02-16,105.19008,112.00005,101.50009,102.85004,1863800,54.09618
2015-02-09,91.97995,114.98002,86.49997,107.79004,6448700,56.69448
2015-02-02,76.00,101.66006,73.00009,90.69992,7695600,47.70557
2015-01-26,57.00,71.83007,56.09997,71.83007,4032400,37.78057
2015-01-19,53.13008,64.07997,53.10994,57.30001,5083900,30.13817
2015-01-12,51.33002,55.49995,50.69998,54.10003,2141100,28.45507
2015-01-05,49.21,54.49998,46.70998,51.85005,2475300,27.27165
2015-01-01,52.18008,52.18008,52.18008,52.18008,000,27.44523
