Date,Open,High,Low,Close,Volume,Adj Close,I,j,RSV,K,D,J,KDJ_s,X,A,B,RSI,RSI_s,F,FI,FI_s,EMA,EMA_s,close_s,signal,price,buy,sell,profit
2015-01-22,9.48,12.52,9.48,12.52,40700,5.66356,,,,50.0,50.0,0.0,0.0,-28.02644,0.0,0.0,0.0,0.0,-265.6906512,0.0,0.0,0.0,0.0,0.0,0.0,5.66356,0.0,0.0,0.0
2015-01-26,13.77,20.17,13.77,20.17,76400,9.12412,,,,50.0,50.0,0.0,0.0,3.46056,0.0,0.0,0.0,0.0,47.6519112,0.0,0.0,0.0,0.0,1.0,0.0,9.12412,0.0,0.0,0.0
2015-02-02,22.19008,32.49004,22.19008,32.49004,3671200,14.69723,,,,50.0,50.0,0.0,0.0,5.57311,0.0,0.0,0.0,0.0,123.667756749,0.0,0.0,0.0,0.0,1.0,0.0,14.69723,0.0,0.0,0.0
2015-02-09,31.50004,39.99996,29.26,34.89002,14578300,15.78289,,,,50.0,50.0,0.0,0.0,1.08566,0.0,0.0,0.0,0.0,31.7664116,0.0,0.0,0.0,0.0,1.0,0.0,15.78289,0.0,0.0,0.0
2015-02-16,34.49996,35.00002,33.22,33.30998,3883500,15.06814,,,,50.0,50.0,0.0,0.0,-0.71475,0.0,0.0,0.0,0.0,-23.743995,0.0,0.0,9.05356,1.0,0.0,0.0,15.06814,0.0,0.0,0.0
2015-02-23,33.30998,33.30998,31.37992,32.27004,4120800,14.59771,5.11771,30.51996,16.7684033662,38.9228011221,46.307600374,24.1532026181,1.0,-0.47043,10.11933,-28.74119,26.0401301887,1.0,-14.7620557656,-20.7500152552,0.0,10.90161,1.0,0.0,0.0,14.59771,0.0,0.0,0.0
2015-03-02,33.1001,35.06008,32.51006,32.68012,7481000,14.78322,1.01322,26.22996,3.86283471267,27.2361456523,39.9504488001,1.80753935659,0.0,0.18551,10.11933,-1.18518,89.5158657916,1.0,6.0309412306,-7.83105676687,1.0,12.19548,1.0,1.0,0.0,14.78322,0.0,0.0,0.0
2015-03-09,32.45,33.1001,31.30006,32.82994,3043700,14.85099,-7.33909,17.80988,-41.2079699582,4.42144044876,28.1074460163,-42.9505706864,0.0,0.06777,6.84428,-1.18518,85.239605154,0.0,2.1212050662,4.72769584247,1.0,13.08065,1.0,1.0,0.0,14.85099,0.0,0.0,0.0
2015-03-16,32.97998,49.39,32.97998,47.0701,7680200,21.29268,-7.96732,10.73996,-74.183888953,-21.7803360185,11.478185338,-88.2973787316,0.0,6.44169,1.33894,-1.18518,53.0458139867,0.0,212.446807366,72.2297391662,1.0,15.8179933333,1.0,1.0,0.0,21.29268,0.0,0.0,0.0
2015-03-23,46.24994,56.60006,45.2001,50.42004,10698000,22.80807,-8.49199,18.08994,-46.943162885,-30.167944974,-2.4038580993,-85.6961187234,1.0,1.51539,6.69497,-1.18518,84.9599309658,1.0,68.495779539,164.463131424,1.0,18.1480188889,1.0,1.0,1.0,22.80807,22.80807,0.0,0.0
2015-03-30,48.99994,55.85998,48.00004,54.7701,5749000,24.77586,-6.5242,25.3,-25.7873517787,-28.7077472422,-11.1718211469,-63.7795994328,1.0,1.96779,8.21036,-0.47043,94.5807927619,1.0,94.4539987116,77.1485192632,0.0,20.3572992593,1.0,1.0,0.0,24.77586,0.0,0.0,0.0
2015-04-06,54.7701,60.69008,53.59992,56.78002,5334000,25.68507,-5.61499,25.3,-22.1936363636,-26.5363769494,-16.2933397477,-47.0224513526,1.0,0.90921,10.17815,0.0,100.0,1.0,48.7335832632,79.2138602288,1.0,22.1332228395,1.0,1.0,0.0,25.68507,0.0,0.0,0.0
