Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,48.85,48.85,37.20,38.97,1071900,38.97
2015-12-28,53.91,54.34,49.00,49.02,1178600,49.02
2015-12-21,51.31,56.18,50.78,55.85,2166100,55.85
2015-12-14,55.00,55.68,50.51,52.10,3220200,52.10
2015-12-07,49.91,57.97,48.60,56.87,4053500,56.87
2015-11-30,50.00,53.00,44.19,49.78,3308800,49.78
2015-11-23,50.50,52.49,47.00,50.30,2998600,50.30
2015-11-16,46.35,52.90,44.18,51.12,2295900,51.12
2015-11-09,42.90,55.93,41.00,49.64,3257300,49.64
2015-11-02,36.00,43.36,35.80,43.27,2202500,43.27
2015-10-26,39.50,40.98,36.00,37.60,2069100,37.60
2015-10-19,34.50,38.55,32.59,38.49,2106000,38.49
2015-10-12,31.50,34.97,31.02,34.50,1970900,34.50
2015-10-05,28.84,31.10,28.84,30.92,683300,30.92
2015-09-28,28.00,29.36,27.88,28.84,600800,28.84
2015-09-21,28.01,30.89,27.88,27.98,1946400,27.98
2015-09-14,29.29,32.12,25.70,28.40,2890300,28.40
2015-09-07,25.02,29.98,24.34,29.20,2416200,29.20
2015-08-31,29.39,29.78,23.80,24.25,961200,24.25
2015-08-24,29.96,29.96,25.00,29.78,2451600,29.78
2015-08-17,40.15,41.46,31.00,31.01,1920500,31.01
2015-08-10,38.66,42.90,38.00,41.00,2850000,41.00
2015-08-03,35.67,39.90,35.00,38.50,3239500,38.50
2015-07-27,36.50,38.40,30.35,36.46,2506900,36.46
2015-07-20,32.81,40.30,32.25,37.36,2762900,37.36
2015-07-13,30.92,34.01,27.55,33.25,2477500,33.25
2015-07-06,34.76,34.76,23.22,28.11,1850900,28.11
2015-06-29,43.00,43.49,31.05,31.60,1844000,31.60
2015-06-22,43.13,49.45,41.40,41.40,1470600,41.40
2015-06-15,55.00,55.58,42.33,43.13,1725400,43.13
2015-06-08,58.70,58.99,50.35,55.80,2471100,55.80
2015-06-01,65.40,66.90,56.61,59.03,3124300,58.93
2015-05-25,48.80,73.21,48.26,65.38,4118200,65.27
2015-05-18,45.00,53.50,44.80,50.00,3589800,49.92
2015-05-11,34.50,47.00,34.20,44.80,4515000,44.72
2015-05-04,33.30,35.97,32.20,33.99,2699900,33.93
2015-04-27,33.42,34.60,32.39,33.53,2092500,33.47
2015-04-20,33.80,35.50,32.50,33.29,2255600,33.23
2015-04-13,36.00,37.67,33.01,33.73,3150100,33.67
2015-04-06,32.18,36.98,31.60,35.37,3179500,35.31
2015-03-30,29.65,32.62,29.05,32.18,3883000,32.13
2015-03-23,30.28,30.90,28.81,29.54,3345700,29.49
2015-03-16,27.75,31.55,27.58,30.44,4751200,30.39
2015-03-09,26.00,29.80,25.36,27.54,6725100,27.49
2015-03-02,21.70,31.15,21.70,27.20,6409400,27.15
2015-02-23,14.83,19.73,14.83,19.73,3600,19.70
2015-02-17,13.60,14.83,13.60,14.83,4000,14.80
