Date,Open,High,Low,Close,Volume,Adj Close,I,j,RSV,K,D,J,KDJ_s,X,A,B,RSI,RSI_s,F,FI,FI_s,EMA,EMA_s,close_s,signal,price,buy,sell,profit
2015-01-01,26.59,26.59,26.59,26.59,0,21.176,,,,50.0,50.0,0.0,0.0,-7.184,0.0,0.0,0.0,0.0,-191.02256,0.0,0.0,0.0,0.0,0.0,0.0,21.176,0.0,0.0,0.0
2015-01-05,25.96,28.99,25.63,27.81,763600,22.148,,,,50.0,50.0,0.0,0.0,0.972,0.0,0.0,0.0,0.0,24.91236,0.0,0.0,0.0,0.0,1.0,0.0,22.148,0.0,0.0,0.0
2015-01-12,27.69,27.83,25.11,26.61,626800,21.192,,,,50.0,50.0,0.0,0.0,-0.956,0.0,0.0,0.0,0.0,-24.00516,0.0,0.0,0.0,0.0,0.0,0.0,21.192,0.0,0.0,0.0
2015-01-19,26.52,28.82,26.31,28.0,1283800,22.299,,,,50.0,50.0,0.0,0.0,1.107,0.0,0.0,0.0,0.0,29.12517,0.0,0.0,0.0,0.0,1.0,0.0,22.299,0.0,0.0,0.0
2015-01-26,27.94,29.25,27.93,28.14,904300,22.411,,,,50.0,50.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,3.12816,0.0,0.0,17.363,1.0,1.0,0.0,22.411,0.0,0.0,0.0
2015-02-02,28.0,29.77,27.23,27.47,1136600,21.877,-3.233,4.14,-78.0917874396,7.30273752013,35.7675791734,-49.6269457864,0.0,-0.534,2.191,-8.14,21.208014713,1.0,-14.54082,-2.7615,0.0,18.8676666667,1.0,0.0,0.0,21.877,0.0,0.0,0.0
2015-02-09,27.41,28.72,26.35,28.5,650000,22.697,-2.413,4.66,-51.7811158798,-12.3918802799,19.7144260223,-76.6044928842,0.0,0.82,2.191,-1.49,59.5218690573,1.0,21.607,-2.49154666667,1.0,20.1441111111,1.0,1.0,0.0,22.697,0.0,0.0,0.0
2015-02-16,28.48,29.14,28.39,28.62,283100,22.793,-2.317,4.66,-49.7210300429,-24.8349302009,4.86464061457,-84.2340718318,0.0,0.096,2.039,-1.49,57.7784074809,0.0,2.72544,15.3131466667,1.0,21.0270740741,1.0,1.0,0.0,22.793,0.0,0.0,0.0
2015-02-23,28.62,29.86,28.62,29.45,742000,23.454,-2.856,3.46,-82.5433526012,-44.071071001,-11.4472632573,-109.318686488,0.0,0.661,2.135,-0.534,79.9925065568,1.0,18.91782,8.1229,0.0,21.8360493827,1.0,1.0,0.0,23.454,0.0,0.0,0.0
2015-03-02,29.4,31.7,29.11,29.28,1689200,23.319,-3.031,3.51,-86.3532763533,-58.1651394517,-27.0198886554,-120.455641044,0.0,-0.135,1.689,-0.534,75.9784075574,0.0,-3.92985,11.30193,1.0,22.3303662551,1.0,0.0,0.0,23.319,0.0,0.0,0.0
2015-03-09,29.1,30.09,28.6,29.48,1195000,23.478,-2.872,5.35,-53.6822429907,-56.6708406314,-36.9035393141,-96.205443266,1.0,0.159,1.577,-0.669,70.213713268,0.0,4.5474,-1.1041,0.0,22.7129108368,1.0,1.0,0.0,23.478,0.0,0.0,0.0
2015-03-16,29.48,32.0,29.38,31.84,2633400,25.357,-0.993,5.35,-18.5607476636,-43.9674763088,-39.258184979,-53.3860589684,1.0,1.879,1.736,-0.135,92.7846071619,1.0,55.20502,21.4332733333,1.0,23.5942738912,1.0,1.0,1.0,25.357,25.357,0.0,0.0
2015-03-23,32.04,36.27,31.26,34.14,3662600,27.189,-1.201,3.61,-33.2686980609,-40.4012168928,-39.6391956169,-41.9252594446,1.0,1.832,2.795,-0.135,95.3924914676,1.0,57.26832,55.8927866667,1.0,24.7925159275,1.0,1.0,0.0,27.189,0.0,0.0,0.0
2015-03-30,34.02,38.82,31.82,38.82,4007900,30.916,2.316,7.67,30.1955671447,-16.868955547,-32.0491155936,13.4913645463,1.0,3.727,4.531,-0.135,97.1067295328,1.0,118.59314,77.7099266667,1.0,26.833677285,1.0,1.0,0.0,30.916,0.0,0.0,0.0
2015-04-06,38.82,42.6,36.01,41.04,3245400,32.684,4.084,10.22,39.9608610568,2.07431665427,-20.6746381777,47.5722263181,1.0,1.768,7.597,-0.135,98.254009312,1.0,63.66568,100.283986667,1.0,28.7837848566,1.0,1.0,0.0,32.684,0.0,0.0,0.0
2015-04-13,41.03,41.75,35.52,36.7,2616000,29.228,0.628,14.0,4.48571428571,2.87811586475,-12.8237201635,34.2817879213,0.0,-3.456,9.365,0.0,100.0,1.0,-122.75712,1.52474666667,0.0,28.9318565711,1.0,0.0,0.0,29.228,0.0,0.0,0.0
2015-04-20,36.8,38.6,35.51,36.4,2645700,28.989,-0.391,13.22,-2.95763993949,0.932863930004,-8.23819213234,19.2749760547,0.0,-0.239,9.206,-3.456,72.7057336914,0.0,-8.48689,-84.6670433333,0.0,28.9509043807,1.0,0.0,0.0,28.989,0.0,0.0,0.0
2015-04-27,36.6,38.56,35.85,36.18,1705700,28.814,-2.446,11.34,-21.569664903,-6.56797901433,-7.68145442634,-4.34102819031,0.0,-0.175,7.327,-3.695,66.4761386318,0.0,-6.27375,-7.74917666667,1.0,28.9052695872,0.0,0.0,0.0,28.814,0.0,0.0,0.0
2015-05-04,36.46,36.99,33.49,35.19,2120600,28.025,-3.795,10.78,-35.2040816327,-16.1133465538,-10.4920851355,-27.3558693903,0.0,-0.789,5.495,-3.87,58.6759209824,0.0,-26.42361,-12.99037,0.0,28.6118463914,0.0,0.0,-1.0,28.025,0.0,28.025,0.105217494183
2015-05-11,35.6,38.38,29.69,30.72,3746900,30.72,-2.77,9.11,-30.4061470911,-20.8776133996,-13.9539278902,-34.7249844183,0.0,2.695,1.768,-4.659,27.5089466314,0.0,80.01455,9.05577666667,1.0,29.314564261,1.0,1.0,0.0,30.72,0.0,0.0,0.0
2015-05-18,30.8,37.44,30.31,35.33,4077300,35.33,5.64,12.06,46.7661691542,1.67031411838,-8.74584722066,22.5026367964,1.0,4.61,2.695,-4.659,36.6467228719,1.0,139.7291,99.9194,1.0,31.3197095073,1.0,1.0,1.0,35.33,35.33,0.0,0.0
2015-05-25,34.9,44.33,33.0,40.05,5525600,40.05,10.36,8.91,116.273849607,39.8714926146,7.45993272444,104.694612395,1.0,4.72,7.305,-1.203,85.8603667137,1.0,155.76,145.072733333,1.0,34.2298063382,1.0,1.0,0.0,40.05,0.0,0.0,0.0
2015-06-01,40.2,42.61,36.63,38.83,3610900,38.83,9.14,14.64,62.4316939891,47.3915597395,20.7704750628,100.633729093,0.0,-1.22,12.025,-0.964,92.5783355147,1.0,-44.6886,88.9438,0.0,35.7632042255,1.0,0.0,0.0,38.83,0.0,0.0,0.0
2015-06-08,38.85,44.02,36.78,42.6,3139500,42.6,12.91,14.64,88.1830601093,60.9887265294,34.176558885,114.613061818,1.0,3.77,12.025,-2.009,85.6847655693,0.0,138.6606,16.4278,0.0,38.0421361503,1.0,1.0,0.0,42.6,0.0,0.0,0.0
2015-06-15,42.02,42.32,33.64,33.64,2393000,33.64,3.95,14.64,26.9808743169,49.6527757919,39.335297854,70.2877316678,0.0,-8.96,15.795,-1.22,92.8298560094,1.0,-301.4144,-8.03106666667,0.0,36.5747574335,0.0,0.0,-1.0,33.64,0.0,33.64,-0.0478347013869
2015-06-22,33.64,37.75,31.49,31.86,1934800,31.86,1.55,14.02,11.0556348074,36.7870621304,38.4858859461,33.389414499,0.0,-1.78,13.1,-10.18,56.2714776632,0.0,-56.0522,-219.627,0.0,35.0031716224,0.0,0.0,0.0,31.86,0.0,0.0,0.0
2015-06-29,33.0,33.0,22.73,22.73,3214000,22.73,-8.76,12.84,-68.2242990654,1.78327506514,26.2516823191,-47.1535394428,0.0,-9.13,8.49,-11.96,41.5158924205,0.0,-207.5249,-106.5431,1.0,30.9121144149,0.0,0.0,0.0,22.73,0.0,0.0,0.0
