Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,55.11,56.20,40.03,44.60,1042800,44.60
2015-12-28,60.98,61.50,54.30,56.04,808600,56.04
2015-12-21,58.21,59.80,57.10,59.13,900500,59.13
2015-12-14,54.00,60.50,53.00,58.21,998000,58.21
2015-12-07,57.55,61.88,54.04,54.11,1151600,54.11
2015-11-30,57.10,64.35,53.00,56.56,1733900,56.56
2015-11-23,51.26,64.99,50.05,56.50,2246000,56.50
2015-11-16,50.20,54.15,48.20,51.26,1361300,51.26
2015-11-09,42.90,54.49,42.90,52.39,2241500,52.39
2015-11-02,37.90,44.00,37.90,42.64,1780000,42.64
2015-10-26,37.88,38.48,36.22,37.90,373100,37.90
2015-10-19,37.62,38.49,33.83,37.12,1500300,37.12
2015-10-12,35.86,38.54,34.64,37.60,1920400,37.60
2015-10-05,30.25,34.74,30.25,34.74,345300,34.74
2015-09-28,29.20,32.30,29.20,30.25,543100,30.25
2015-09-21,27.00,31.39,26.91,29.36,1373400,29.36
2015-09-14,29.96,30.65,24.60,27.38,1531400,27.38
2015-09-07,26.00,30.40,25.27,29.94,2081500,29.94
2015-08-31,32.00,32.00,24.07,26.79,1180000,26.79
2015-08-24,38.90,39.76,28.51,32.90,2932500,32.90
2015-08-17,42.00,50.88,40.95,41.31,4735300,41.31
2015-08-10,41.09,49.03,41.00,42.05,2273300,42.05
2015-08-03,41.09,41.09,41.09,41.09,000,41.09
2015-07-27,41.09,41.09,41.09,41.09,000,41.09
2015-07-20,41.09,41.09,41.09,41.09,000,41.09
2015-07-13,41.09,41.09,41.09,41.09,000,41.09
2015-07-06,41.09,41.09,41.09,41.09,000,41.09
2015-06-29,41.09,41.09,41.09,41.09,000,41.09
2015-06-22,41.09,41.09,41.09,41.09,000,41.09
2015-06-15,41.09,41.09,41.09,41.09,000,41.09
2015-06-08,41.09,41.09,41.09,41.09,000,40.89
2015-06-01,41.09,41.09,41.09,41.09,000,40.89
2015-05-25,41.09,41.09,41.09,41.09,000,40.89
2015-05-18,41.09,41.09,41.09,41.09,000,40.89
2015-05-11,41.09,41.09,41.09,41.09,000,40.89
2015-05-04,41.09,41.09,41.09,41.09,000,40.89
2015-04-27,41.09,41.09,41.09,41.09,000,40.89
2015-04-20,35.51,41.09,35.10,41.09,1434000,40.89
2015-04-13,37.70,38.50,34.40,35.81,1720200,35.636
2015-04-06,39.00,41.25,34.37,37.23,1975800,37.049
2015-03-30,36.15,39.79,35.30,39.00,2591000,38.81
2015-03-23,35.03,38.65,34.00,36.15,3015500,35.974
2015-03-16,33.45,35.95,33.44,34.99,2250500,34.82
2015-03-09,33.27,33.86,31.95,33.43,1377900,33.267
2015-03-02,31.12,36.71,31.02,33.39,3235700,33.227
2015-02-23,30.95,31.50,30.50,31.09,615600,30.939
2015-02-16,30.87,31.09,30.52,30.95,420800,30.799
2015-02-09,29.49,31.15,29.08,30.66,682500,30.511
2015-02-02,29.80,31.20,29.41,29.47,942700,29.327
2015-01-26,31.16,32.22,29.91,29.98,1659400,29.834
2015-01-19,29.38,32.88,28.65,31.30,2550500,31.148
2015-01-12,31.70,32.00,29.01,29.92,2003100,29.774
2015-01-05,29.66,32.28,28.55,31.70,2792000,31.546
2015-01-01,29.46,29.46,29.46,29.46,000,29.317
