Date,Open,High,Low,Close,Volume,Adj Close,I,j,RSV,K,D,J,KDJ_s,X,A,B,RSI,RSI_s,F,FI,FI_s,EMA,EMA_s,close_s,signal,price,buy,sell,profit
2015-01-28,22.04,32.01,22.04,32.01,32900,15.847,,,,50.0,50.0,0.0,0.0,-19.373,0.0,0.0,0.0,0.0,-426.98092,0.0,0.0,0.0,0.0,0.0,0.0,15.847,0.0,0.0,0.0
2015-02-02,35.21,51.0,35.21,42.17,2069400,20.877,,,,50.0,50.0,0.0,0.0,5.03,0.0,0.0,0.0,0.0,177.1063,0.0,0.0,0.0,0.0,1.0,0.0,20.877,0.0,0.0,0.0
2015-02-09,37.95,38.3,34.37,35.94,7392200,17.793,,,,50.0,50.0,0.0,0.0,-3.084,0.0,0.0,0.0,0.0,-105.99708,0.0,0.0,0.0,0.0,0.0,0.0,17.793,0.0,0.0,0.0
2015-02-16,35.94,36.0,35.28,35.91,1454500,17.778,,,,50.0,50.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,-0.5292,0.0,0.0,0.0,0.0,0.0,0.0,17.778,0.0,0.0,0.0
2015-02-23,35.91,36.35,35.13,36.24,1911100,17.941,,,,50.0,50.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,5.72619,0.0,0.0,14.459,1.0,1.0,0.0,17.941,0.0,0.0,0.0
2015-03-02,36.28,37.62,35.57,35.64,4392600,17.644,-4.396,28.96,-15.179558011,28.273480663,42.7578268877,-0.695211786372,0.0,-0.297,5.193,-22.472,18.7710103018,1.0,-10.56429,0.29603,1.0,15.5206666667,1.0,0.0,0.0,17.644,0.0,0.0,0.0
2015-03-09,35.26,36.45,34.65,36.27,2767700,17.956,-16.414,16.63,-98.7011425135,-14.0513937292,23.8214200154,-89.7970212183,0.0,0.312,5.193,-3.396,60.4610548376,1.0,10.8108,-3.43926,0.0,16.3324444444,1.0,1.0,0.0,17.956,0.0,0.0,0.0
2015-03-16,36.7,40.35,36.7,39.62,5746900,19.615,-14.755,3.93,-375.445292621,-134.516026693,-28.9577288874,-345.632622304,0.0,1.659,0.475,-3.396,12.2707310772,0.0,60.8853,27.5023,1.0,17.4266296296,1.0,1.0,0.0,19.615,0.0,0.0,0.0
2015-03-23,39.61,50.5,39.39,45.66,6742300,22.605,-12.045,5.7,-211.315789474,-160.11594762,-72.6771351316,-334.993572597,1.0,2.99,2.134,-0.312,87.244480785,1.0,117.7761,79.8489,1.0,19.1527530864,1.0,1.0,1.0,22.605,22.605,0.0,0.0
2015-03-30,45.3,49.62,43.23,48.08,4615000,23.803,-10.847,15.85,-68.4353312303,-129.555742157,-91.6366708066,-205.393884857,1.0,1.198,5.124,-0.297,94.5213060321,1.0,51.78954,95.78058,1.0,20.7028353909,1.0,1.0,0.0,23.803,0.0,0.0,0.0
2015-04-06,48.08,55.0,48.03,52.07,4702800,25.778,-8.872,15.85,-55.9747634069,-105.02874924,-96.1006969511,-122.884853818,1.0,1.975,6.159,-0.297,95.3996282528,1.0,94.85925,66.14611,0.0,22.3945569273,1.0,1.0,0.0,25.778,0.0,0.0,0.0
2015-04-13,52.9,55.77,47.51,50.23,3995900,24.867,-9.783,20.35,-48.0737100737,-86.0437361847,-92.7483766956,-72.6344551627,1.0,-0.911,8.134,0.0,100.0,1.0,-43.28161,48.8122966667,0.0,23.2187046182,1.0,0.0,0.0,24.867,0.0,0.0,0.0
2015-04-20,50.0,50.99,46.6,48.69,3282800,24.105,-12.595,19.07,-66.0461457787,-79.377872716,-88.2915420358,-61.5505340765,1.0,-0.762,7.822,-0.911,89.5683041337,0.0,-35.5092,-40.6908066667,0.0,23.5141364121,1.0,0.0,0.0,24.105,0.0,0.0,0.0
2015-04-27,48.75,51.58,47.53,50.57,2355600,25.036,-14.354,16.38,-87.6312576313,-82.1290010211,-86.2373616975,-73.9122796682,0.0,0.931,6.163,-1.673,78.6498213374,0.0,44.25043,-8.92265666667,1.0,24.0214242748,1.0,1.0,0.0,25.036,0.0,0.0,0.0
2015-05-04,50.42,58.88,48.55,58.72,5586700,29.07,-14.16,12.54,-112.918660287,-92.3922207764,-88.2889813905,-100.598699548,0.0,4.034,4.104,-1.673,71.0403323524,0.0,195.8507,94.7838533333,1.0,25.7042828498,1.0,1.0,0.0,29.07,0.0,0.0,0.0
2015-05-11,59.29,66.5,58.11,65.45,5928400,32.402,-14.198,12.28,-115.618892508,-100.134444687,-92.237469156,-115.928395749,0.0,3.332,6.94,-1.673,80.5758736793,1.0,193.62252,195.107973333,1.0,27.9368552332,1.0,1.0,0.0,32.402,0.0,0.0,0.0
2015-05-18,64.81,86.58,64.3,86.04,4943300,42.596,-4.004,19.9,-20.1206030151,-73.4631641297,-85.9793674806,-48.4307574279,1.0,10.194,8.297,-1.673,83.2196589769,1.0,655.4742,347.57308,1.0,32.8232368221,1.0,1.0,0.0,42.596,0.0,0.0,0.0
2015-05-25,85.0,116.61,46.45,55.47,8282100,55.47,8.87,39.98,22.1860930465,-41.5800784043,-71.1796044551,17.6189736974,1.0,12.874,18.491,-0.762,96.0421752454,1.0,597.9973,636.315233333,1.0,40.3721578814,1.0,1.0,0.0,55.47,0.0,0.0,0.0
2015-06-01,54.66,57.0,47.41,52.08,9045600,52.08,5.63,70.16,8.02451539339,-25.0452138051,-55.8014742384,36.4673070617,1.0,-3.39,31.365,0.0,100.0,1.0,-160.7199,345.091566667,0.0,44.274771921,1.0,0.0,0.0,52.08,0.0,0.0,0.0
2015-06-08,51.2,51.2,44.01,48.77,4402900,48.77,2.32,70.16,3.30672748005,-15.59456671,-42.399171729,38.0146433279,1.0,-3.31,30.434,-3.39,89.9775307474,0.0,-145.6731,-155.7043,0.0,45.7731812806,1.0,0.0,0.0,48.77,0.0,0.0,0.0
2015-06-15,48.8,48.8,33.66,33.66,3551500,33.66,-10.35,72.6,-14.2561983471,-15.1484439224,-33.3155957934,21.1858598197,0.0,-15.11,26.4,-6.7,79.7583081571,0.0,-508.6026,-266.6496,0.0,41.7354541871,0.0,0.0,-1.0,33.66,0.0,33.66,0.489051094891
2015-06-22,33.66,37.03,30.47,30.47,2448400,30.47,-3.19,82.95,-3.8456901748,-11.3808593399,-26.0040169756,17.8654559316,0.0,-3.19,23.068,-21.81,51.4015776104,0.0,-97.1993,-371.468166667,0.0,37.9803027914,0.0,0.0,0.0,30.47,0.0,0.0,0.0
2015-06-29,31.46,31.49,22.7,24.16,3827200,24.16,-6.31,86.14,-7.32528442071,-10.0290010335,-20.6790116615,11.2710202227,0.0,-6.31,12.874,-25.0,33.9916565454,0.0,-143.237,-112.5452,1.0,33.3735351943,0.0,0.0,0.0,24.16,0.0,0.0,0.0
2015-07-06,26.58,26.58,22.5,22.64,1484700,22.64,-0.06,34.3,-0.174927113703,-6.74430972688,-16.0341110167,11.8352928527,1.0,-1.52,0.0,-31.31,0.0,0.0,-34.2,-106.891333333,1.0,29.7956901295,0.0,0.0,0.0,22.64,0.0,0.0,0.0
2015-07-13,24.9,30.59,24.9,30.17,3868400,30.17,7.67,28.7,26.724738676,4.41203974073,-9.21872743086,31.6735740839,1.0,7.53,0.0,-29.44,0.0,0.0,187.497,39.699,1.0,29.9204600863,1.0,1.0,0.0,30.17,0.0,0.0,0.0
2015-07-20,30.09,37.97,29.5,36.05,5145000,36.05,13.55,26.3,51.5209125475,20.114997343,0.55918082709,59.2266303748,1.0,5.88,7.53,-26.13,22.3707664884,1.0,173.46,182.818,1.0,31.9636400576,1.0,1.0,1.0,36.05,36.05,0.0,0.0
2015-07-27,35.0,37.6,28.9,32.48,3758500,32.48,9.98,15.47,64.5119586296,34.9139844385,12.0107820309,80.7203892538,1.0,-3.57,13.41,-11.02,54.8915268113,1.0,-103.173,81.249,0.0,32.1357600384,1.0,0.0,0.0,32.48,0.0,0.0,0.0
2015-08-03,32.0,32.29,29.29,30.24,2392600,30.24,7.74,15.47,50.0323206206,39.9534298325,21.3249979648,77.2102935681,0.0,-2.24,13.41,-11.4,54.0507859734,0.0,-65.6096,-90.6518666667,0.0,31.5038400256,0.0,0.0,-1.0,30.24,0.0,30.24,-0.161165048544
2015-08-10,30.5,33.0,30.3,31.83,3647800,31.83,9.33,15.47,60.3102779573,46.7390458741,29.7963472679,80.6244430866,1.0,1.59,13.41,-7.33,64.6576663452,1.0,48.177,-27.6807333333,1.0,31.6125600171,1.0,1.0,1.0,31.83,31.83,0.0,0.0
2015-08-17,31.75,31.78,25.5,25.64,2251000,25.64,0.74,13.07,5.66182096404,33.0466375708,30.8797773689,37.3803579746,0.0,-6.19,15.0,-5.81,72.0807304181,1.0,-157.845,-20.497,1.0,29.621706678,0.0,0.0,0.0,25.64,0.0,0.0,0.0
2015-08-24,24.93,24.93,18.7,21.73,2509500,21.73,-3.77,12.47,-30.2325581395,11.953572334,24.5710423572,-13.2813677125,0.0,-3.91,7.47,-12.0,38.3667180277,0.0,-73.117,-129.602333333,0.0,26.9911377854,0.0,0.0,-1.0,21.73,0.0,21.73,-0.317310713164
2015-08-31,21.49,22.23,17.94,18.29,1413600,18.29,-0.41,18.9,-2.16931216931,7.24594416623,18.7960096269,-15.8541867551,0.0,-3.44,1.59,-15.91,9.08571428571,0.0,-61.7136,-69.3158666667,1.0,24.0907585236,0.0,0.0,0.0,18.29,0.0,0.0,0.0
