Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,82.00,82.00,57.45,62.50,2659000,62.50
2015-12-28,88.48,89.94,82.01,82.17,1881300,82.17
2015-12-21,94.73,94.73,85.01,89.70,3211300,89.70
2015-12-14,92.50,99.00,87.00,94.30,3600200,94.30
2015-12-07,90.47,106.08,90.12,94.57,6796500,94.57
2015-11-30,85.00,95.00,78.00,90.00,4754900,90.00
2015-11-23,84.85,97.47,80.42,86.00,5129000,86.00
2015-11-16,87.00,94.98,81.26,85.02,4444800,85.02
2015-11-09,90.00,98.50,88.00,89.95,5872800,89.95
2015-11-02,76.60,94.47,75.06,91.90,5337500,91.90
2015-10-26,86.80,89.00,77.00,79.82,5699400,79.82
2015-10-19,77.40,90.97,73.38,87.11,9150000,87.11
2015-10-12,60.52,78.89,59.41,77.25,9168900,77.25
2015-10-05,54.17,60.48,54.17,59.98,2217700,59.98
2015-09-28,53.08,58.50,53.08,54.17,2835400,54.17
2015-09-21,48.95,61.20,48.31,53.49,7655300,53.49
2015-09-14,55.01,55.95,44.50,50.03,5314900,50.03
2015-09-07,47.19,59.00,46.01,55.57,8147200,55.57
2015-08-31,53.00,53.00,40.02,46.21,3898000,46.21
2015-08-24,58.55,61.00,45.31,54.20,6146600,54.20
2015-08-17,81.00,82.06,60.82,61.00,6009100,61.00
2015-08-10,80.97,88.88,76.22,82.82,9279100,82.82
2015-08-03,74.48,81.80,68.85,75.94,7715500,75.94
2015-07-27,113.00,115.50,75.49,76.50,7635500,76.50
2015-07-20,123.19,145.00,111.00,117.90,9335800,117.90
2015-07-13,188.02,188.02,136.88,136.88,20900,136.88
2015-07-06,188.02,188.02,188.02,188.02,000,188.02
2015-06-29,188.02,188.02,188.02,188.02,000,188.02
2015-06-22,188.02,188.02,188.02,188.02,000,188.02
2015-06-15,188.02,188.02,188.02,188.02,000,188.02
2015-06-08,188.02,188.02,188.02,188.02,000,188.02
2015-06-01,188.02,188.02,188.02,188.02,000,188.02
2015-05-25,188.02,188.02,188.02,188.02,000,188.02
2015-05-18,180.01,204.50,177.00,188.02,984900,187.77
2015-05-11,197.00,205.00,166.00,174.00,2607300,173.769
2015-05-04,160.00,196.98,144.76,196.98,2243300,196.718
2015-04-27,160.00,171.00,142.38,162.65,2107300,162.434
2015-04-20,134.55,176.00,122.11,165.00,1968100,164.781
2015-04-13,113.12,151.90,108.61,138.60,2738500,138.416
2015-04-06,110.98,121.90,105.30,113.96,2518600,113.808
2015-03-30,108.80,122.52,99.65,110.98,3532600,110.832
2015-03-23,108.96,135.82,104.75,110.72,3200100,110.573
2015-03-16,81.30,106.82,81.30,106.82,3859100,106.678
2015-03-09,67.50,85.48,67.50,81.20,6763800,81.092
2015-03-02,63.67,69.84,61.20,66.01,5107400,65.922
2015-02-23,69.03,70.11,61.20,64.45,2315000,64.364
2015-02-16,69.51,71.80,66.11,69.03,2300000,68.938
2015-02-09,58.58,71.50,56.00,70.00,6198400,69.907
2015-02-02,52.82,66.00,52.01,58.62,6582200,58.542
2015-01-26,51.80,58.60,51.00,54.59,4932500,54.517
2015-01-19,51.00,58.00,50.58,52.20,6080000,52.131
2015-01-12,45.08,54.80,44.36,54.78,6425000,54.707
2015-01-05,40.60,47.61,38.53,45.35,6034700,45.29
2015-01-01,41.48,41.48,41.48,41.48,000,41.425
