Date,Open,High,Low,Close,Volume,Adj Close,I,j,RSV,K,D,J,KDJ_s,X,A,B,RSI,RSI_s,F,FI,FI_s,EMA,EMA_s,close_s,signal,price,buy,sell,profit
2015-01-01,52.50996,52.50996,52.50996,52.50996,0,26.23906,,,,50.0,50.0,0.0,0.0,-23.01094,0.0,0.0,0.0,0.0,-1208.30353896,0.0,0.0,0.0,0.0,0.0,0.0,26.23906,0.0,0.0,0.0
2015-01-05,52.50996,52.50996,52.50996,52.50996,0,26.23906,,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.23906,0.0,0.0,0.0
2015-01-12,52.50996,52.50996,42.69995,48.29994,2560400,24.13532,,,,50.0,50.0,0.0,0.0,-2.10374,0.0,0.0,0.0,0.0,-89.829592813,0.0,0.0,0.0,0.0,0.0,0.0,24.13532,0.0,0.0,0.0
2015-01-19,46.05,55.46987,45.99986,49.48993,6175200,24.72996,,,,50.0,50.0,0.0,0.0,0.59464,0.0,0.0,0.0,0.0,27.3533567504,0.0,0.0,0.0,0.0,1.0,0.0,24.72996,0.0,0.0,0.0
2015-01-26,48.61996,51.64998,44.50003,44.69999,3000800,22.33644,,,,50.0,50.0,0.0,0.0,-2.39352,0.0,0.0,0.0,0.0,-106.511711806,0.0,0.0,20.26868,1.0,0.0,0.0,22.33644,0.0,0.0,0.0
2015-02-02,45.00004,53.98982,44.57993,50.11,4957200,25.03981,-17.66014,12.76992,-138.294836616,-12.7649455387,29.0783514871,-96.4515395903,0.0,2.70337,0.59464,-27.5082,2.11594273034,1.0,120.516045364,-30.835792749,0.0,21.8590566667,1.0,1.0,0.0,25.03981,0.0,0.0,0.0
2015-02-09,49.46996,58.13991,48.41001,58.13991,3648400,29.05233,-13.64762,12.76992,-106.873183231,-44.1343581027,4.67411495719,-141.751304222,0.0,4.01252,3.29801,-4.49726,42.3078353925,1.0,194.246133325,145.092741351,1.0,24.2568144444,1.0,1.0,0.0,29.05233,0.0,0.0,0.0
2015-02-16,59.89983,62.79981,58.17987,59.89983,1693400,29.93175,-12.7682,15.43996,-82.6958100928,-56.9881754327,-15.8799818394,-139.204562619,1.0,0.87942,7.31053,-4.49726,61.9127711452,1.0,51.1645412754,146.552269309,1.0,26.1484596296,1.0,1.0,1.0,29.93175,29.93175,0.0,0.0
2015-02-23,59.89983,59.89983,53.29983,57.9,1396900,28.93244,-15.56759,18.29978,-85.0698205115,-66.3487237923,-32.7028958237,-133.640379729,1.0,-0.99931,8.18995,-2.39352,77.3843550367,1.0,-53.2630531173,16.3553431445,0.0,27.0764530864,1.0,0.0,0.0,28.93244,0.0,0.0,0.0
2015-03-02,57.79992,59.53986,53.49001,53.92989,3093000,26.94859,-17.55144,18.29978,-95.9106612211,-76.2027029352,-47.2028315276,-134.202445751,0.0,-1.98385,7.59531,-3.39283,69.1227996731,0.0,-106.116156339,-70.880754191,0.0,27.0338320576,0.0,0.0,-1.0,26.94859,0.0,26.94859,-0.0996654054641
2015-03-09,53.78986,59.98993,51.97,58.19984,2634000,29.08227,-15.49766,18.21988,-85.0590673484,-79.1548244063,-57.8534958205,-121.757481578,1.0,2.13368,7.59531,-2.98316,71.7997026035,1.0,110.8873496,-33.781654359,1.0,27.7166447051,1.0,1.0,1.0,29.08227,29.08227,0.0,0.0
2015-03-16,59.99992,63.38992,57.19983,61.89987,5259000,30.93117,-17.47884,14.3898,-121.466872368,-93.2588403935,-69.6552773448,-140.465966491,0.0,1.8489,7.02562,-2.98316,70.1945691683,0.0,105.756765687,109.177154962,1.0,28.7881531367,1.0,1.0,0.0,30.93117,0.0,0.0,0.0
2015-03-23,62.52993,74.49979,59.32991,61.84993,8490300,30.90621,-21.06379,11.41992,-184.447789477,-123.655156755,-87.6552371481,-195.654995968,0.0,-0.02496,4.862,-2.98316,61.9745167721,0.0,-1.4808745536,70.0108856068,0.0,29.4941720911,1.0,0.0,0.0,30.90621,0.0,0.0,0.0
2015-03-30,61.98997,72.8,58.90002,69.19985,6763200,34.57894,-17.39106,22.52979,-77.1913985883,-108.167237366,-94.492570554,-135.516570989,1.0,3.67273,3.98258,-3.00812,56.9696883002,0.0,216.323870455,71.1207071158,1.0,31.1890947274,1.0,1.0,0.0,34.57894,0.0,0.0,0.0
2015-04-06,69.19985,72.35991,58.10995,71.99994,5863300,35.97814,-15.99186,22.52979,-70.9809545495,-95.7718097604,-94.9189836228,-97.4774620356,1.0,1.3992,7.65531,-2.00881,79.2137307898,1.0,81.30744204,171.318394316,1.0,32.7854431516,1.0,1.0,0.0,35.97814,0.0,0.0,0.0
