Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,8.00,8.00,6.61,7.01,35199700,7.01
2015-12-28,8.19,8.24,7.87,8.03,25635700,8.03
2015-12-21,8.13,8.44,8.01,8.08,52304200,8.08
2015-12-14,7.80,8.37,7.76,8.19,40991300,8.19
2015-12-07,8.29,8.35,7.83,7.91,31304800,7.91
2015-11-30,8.18,8.65,7.61,8.29,72170900,8.29
2015-11-23,9.31,9.38,8.12,8.17,75446500,8.17
2015-11-16,8.90,9.47,8.80,9.16,72857900,9.16
2015-11-09,9.25,9.99,9.06,9.08,129462000,9.08
2015-11-02,8.41,9.59,8.27,9.43,167705700,9.43
2015-10-26,9.03,9.27,8.39,8.55,76575500,8.55
2015-10-19,8.40,9.80,8.06,8.91,166934600,8.91
2015-10-12,7.72,8.45,7.71,8.32,87869500,8.32
2015-10-05,7.37,7.74,7.37,7.68,15116300,7.68
2015-09-28,7.70,7.75,7.33,7.37,20547700,7.37
2015-09-21,7.80,8.22,7.45,7.80,58288700,7.80
2015-09-14,8.14,8.34,7.19,7.88,92526100,7.88
2015-09-07,8.30,8.64,7.28,7.98,88077800,7.98
2015-08-31,7.77,8.59,7.15,8.39,112050600,8.39
2015-08-24,8.45,8.50,6.51,7.70,138336500,7.70
2015-08-17,11.14,11.20,8.71,8.83,129225900,8.83
2015-08-10,10.48,11.45,10.40,11.16,182961800,11.16
2015-08-03,9.70,10.96,9.63,10.19,130225100,10.19
2015-07-27,10.71,10.98,9.10,9.83,179588700,9.83
2015-07-20,9.97,11.75,9.80,11.18,307883700,11.18
2015-07-13,10.50,11.28,8.85,9.98,266501000,9.98
2015-07-06,9.32,10.23,7.62,10.23,317366200,10.23
2015-06-29,11.60,11.75,8.47,8.47,224693900,8.47
2015-06-22,12.47,13.21,11.04,11.25,159929800,11.25
2015-06-15,15.54,15.55,12.47,12.47,180861400,12.47
2015-06-08,16.60,16.77,15.22,15.56,247510500,15.56
2015-06-01,14.56,16.85,14.41,16.68,306592700,16.68
2015-05-25,15.99,17.85,13.68,14.54,451180100,14.44
2015-05-18,14.69,16.30,14.50,15.95,341070800,15.84
2015-05-11,14.69,16.25,14.30,14.97,427812400,14.87
2015-05-04,19.64,20.00,13.83,14.70,594547400,14.60
2015-04-27,13.74,18.28,13.74,18.28,260064000,18.15
2015-04-20,11.35,12.49,11.35,12.49,1328700,12.40
2015-04-13,10.32,11.97,10.21,11.35,303894400,11.27
2015-04-06,9.83,10.98,9.83,10.39,284642600,10.32
2015-03-30,9.47,10.80,9.40,9.83,446466100,9.76
2015-03-23,8.75,9.55,8.65,9.19,420917600,9.13
2015-03-16,7.77,8.95,7.62,8.67,410543100,8.61
2015-03-09,7.50,7.89,7.39,7.73,157812100,7.68
2015-03-02,8.00,8.39,7.58,7.59,337954500,7.54
2015-02-23,6.93,8.24,6.78,8.10,219116500,8.04
2015-02-16,6.76,6.97,6.66,6.93,40872100,6.88
2015-02-09,6.42,6.84,6.31,6.75,88332100,6.70
2015-02-02,6.81,7.05,6.34,6.42,136273400,6.38
2015-01-26,7.32,7.65,6.95,6.97,157989200,6.92
2015-01-19,7.25,7.47,6.82,7.30,227939900,7.25
2015-01-12,7.52,7.92,7.25,7.71,204642300,7.66
2015-01-05,8.20,8.37,7.41,7.72,335217700,7.67
2015-01-01,8.43,8.43,8.43,8.43,000,8.37
