Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,13.50,13.61,10.38,11.33,4150700,11.33
2015-12-28,14.26,14.45,13.48,13.57,4547500,13.57
2015-12-21,13.23,14.50,13.11,14.35,12950800,14.35
2015-12-14,12.70,13.69,12.61,13.30,4857000,13.30
2015-12-07,13.79,13.98,12.52,12.83,5528700,12.83
2015-11-30,12.78,13.97,11.81,13.81,7545200,13.81
2015-11-23,13.46,14.62,12.61,12.78,14544600,12.78
2015-11-16,13.00,14.07,12.91,13.48,7769500,13.48
2015-11-09,13.22,14.44,12.82,13.38,14197500,13.38
2015-11-02,11.42,14.05,11.40,13.49,20336100,13.49
2015-10-26,11.24,11.98,10.99,11.65,8451400,11.65
2015-10-19,11.32,11.70,10.10,11.02,8006400,11.02
2015-10-12,10.20,11.60,10.13,11.30,8433800,11.30
2015-10-05,9.56,10.16,9.56,10.10,1922900,10.10
2015-09-28,9.57,9.76,9.36,9.56,1425200,9.56
2015-09-21,9.41,10.41,9.18,9.43,6272100,9.43
2015-09-14,14.77001,14.92999,8.91333,9.79,6231300,9.79
2015-09-07,13.09999,14.99,12.99,14.52,5528200,9.68
2015-08-31,15.49995,15.49995,12.40001,12.85001,3235200,8.56667
2015-08-24,16.90005,16.99995,12.90,15.73005,7756800,10.4867
2015-08-17,21.00,21.82005,17.61,17.68995,10197000,11.7933
2015-08-10,19.66005,21.61995,19.66005,21.01005,10933100,14.0067
2015-08-03,19.60005,20.28,18.07005,19.56,9334400,13.04
2015-07-27,22.87995,24.10005,19.02,20.08995,15592700,13.3933
2015-07-20,21.49995,25.99995,21.04995,23.47995,26328600,15.6533
2015-07-13,19.71,21.97995,17.56005,20.82,13507500,13.88
2015-07-06,21.75,21.75,17.92005,17.92005,7499300,11.9467
2015-06-29,20.50005,20.77995,16.50,19.77,15496500,13.18
2015-06-22,22.12005,24.46995,19.80,19.80,7777600,13.20
2015-06-15,28.09995,28.63005,22.12005,22.12005,8431200,14.7467
2015-06-08,28.09995,29.58,26.47995,28.29,14769300,18.86
2015-06-01,31.27005,33.40005,26.28,28.30005,21293600,18.8667
2015-05-25,23.17995,32.80005,22.68,31.36995,22775100,20.9133
2015-05-18,21.91005,24.85005,21.00,23.52,15607500,15.68
2015-05-11,18.48,22.48005,18.48,21.76005,22010900,14.46127
2015-05-04,18.28005,18.81,17.26005,18.43005,9321700,12.24822
2015-04-27,19.24995,19.80,18.19005,18.25995,11343000,12.13518
2015-04-20,17.40,21.19995,16.89,19.71,21934900,13.09885
2015-04-13,16.95,18.48,16.63005,17.47995,16495400,11.61681
2015-04-06,17.19,17.86005,16.08,16.78005,11865700,11.15167
2015-03-30,16.36005,17.50005,16.11,17.19,12918100,11.42411
2015-03-23,16.03995,16.78995,15.63,16.29,12868600,10.82599
2015-03-16,15.25995,16.24995,15.25005,16.03995,13027600,10.65981
2015-03-09,15.25005,15.48,14.88,15.25995,5401900,10.14144
2015-03-02,15.37005,15.79995,15.04995,15.19995,9515200,10.10157
2015-02-23,14.68999,15.34995,14.56001,15.22995,3237800,10.1215
2015-02-16,14.63,14.75,14.58,14.68999,1203300,9.76266
2015-02-09,14.06,14.65001,14.05,14.57,2267000,9.68291
2015-02-02,15.07005,15.55005,14.10,14.14999,5421700,9.40379
2015-01-26,15.07005,15.55995,14.68999,14.88,5432400,9.88894
2015-01-19,14.41001,15.73005,14.30,15.10005,10836800,10.03518
2015-01-12,14.77999,15.13995,14.16,14.83999,4943500,9.86235
2015-01-05,14.28,15.79995,14.10,14.91,9532300,9.90887
2015-01-01,14.35001,14.35001,14.35001,14.35001,000,9.53671
